url,band,file_name
https://writing9.com/text/63176845aee9de00187610eb-in-many-developing-countries-there-is-an-increased-movement-of,9,63176845aee9de00187610eb.json
https://writing9.com/text/63175755aee9de00187610b7-some-people-say-that-playing-computer-games-is-bad-for,9,63175755aee9de00187610b7.json
https://writing9.com/text/63173f44aee9de0018761092-some-people-think-that-it-is-too-difficult-for-poor,9,63173f44aee9de0018761092.json
https://writing9.com/text/6316f977aee9de0018760ff5-an-increasing-number-of-professional-such-as-doctor-and-teacher,9,6316f977aee9de0018760ff5.json
https://writing9.com/text/6316c7dfaee9de0018760f7c-as-countries-have-developed-there-has-been-a-trend-towards,9,6316c7dfaee9de0018760f7c.json
https://writing9.com/text/6316c06aaee9de0018760f70-as-countries-have-developed-there-has-been-a-trend-towards,9,6316c06aaee9de0018760f70.json
https://writing9.com/text/631625d1aee9de0018760ec1-environmental-issues-have-always-been-an-international-problem-because-governments,9,631625d1aee9de0018760ec1.json
https://writing9.com/text/63161987aee9de0018760ea8-getting-a-promotion-is-one-of-the-biggest-drives-for,9,63161987aee9de0018760ea8.json
https://writing9.com/text/631611dcaee9de0018760e92-in-recent-years-more-and-more-people-are-choosing-to,9,631611dcaee9de0018760e92.json
https://writing9.com/text/6316039baee9de0018760e5c-some-people-believe-that-they-should-keep-all-the-money,9,6316039baee9de0018760e5c.json
https://writing9.com/text/6315f8ecaee9de0018760e4c-in-the-future-all-cars-buses-and-trucks-will-be,9,6315f8ecaee9de0018760e4c.json
https://writing9.com/text/6315d096aee9de0018760e24-you-should-spend-about-20-minutes-on-this-task-you-have,9,6315d096aee9de0018760e24.json
https://writing9.com/text/6315bbf7aee9de0018760e01-in-the-future-nobody-will-buy-printed-newspapers-or,9,6315bbf7aee9de0018760e01.json
https://writing9.com/text/63157039aee9de0018760d9e-you-work-at-home-and-have-a-problem-with-a,9,63157039aee9de0018760d9e.json
https://writing9.com/text/63150390aee9de0018760d25-a-friend-is-considering-buying-a-house-nearby-but-you,9,63150390aee9de0018760d25.json
https://writing9.com/text/6314c649aee9de0018760cb4-some-people-think-foreign-tourists-should-be-charged-more-than,9,6314c649aee9de0018760cb4.json
https://writing9.com/text/6314b2a7aee9de0018760c7d-in-some-countries-boys-and-girls-are-educated-in-different,9,6314b2a7aee9de0018760c7d.json
https://writing9.com/text/631487d9aee9de0018760c29-do-you-agree-or-disagree-with-the-following-statement-protecting,9,631487d9aee9de0018760c29.json
https://writing9.com/text/63147080aee9de0018760c09-in-some-cities-all-over-the-world-traffic-is-a,9,63147080aee9de0018760c09.json
https://writing9.com/text/6314625faee9de0018760beb-your-friend-recently-moved-to-the-same-town-you-live,9,6314625faee9de0018760beb.json
https://writing9.com/text/63145829aee9de0018760bde-you-are-moving-home-please-write-a-letter-to-your,9,63145829aee9de0018760bde.json
https://writing9.com/text/63143f12aee9de0018760bb9-you-are-planning-to-organise-your-high-school-class-reunion,9,63143f12aee9de0018760bb9.json
https://writing9.com/text/63143af7aee9de0018760bb4-some-think-that-people-should-not-change-their-jobs-while,9,63143af7aee9de0018760bb4.json
https://writing9.com/text/6314275eaee9de0018760b7f-some-think-that-people-should-not-change-their-jobs-while,9,6314275eaee9de0018760b7f.json
https://writing9.com/text/63142720aee9de0018760b7d-you-are-interested-in-applying-for-a-new-position-at,9,63142720aee9de0018760b7d.json
https://writing9.com/text/6313ee55aee9de0018760b2c-many-countries-are-experiencing-population-growth-and-need-more-homessome,9,6313ee55aee9de0018760b2c.json
https://writing9.com/text/63138811aee9de0018760aaa-it-is-important-to-learn-the-difference-between-right-and,9,63138811aee9de0018760aaa.json
https://writing9.com/text/6313742faee9de0018760a7a-big-salary-is-much-more-important-than-job-satisfaction-do-you,9,6313742faee9de0018760a7a.json
https://writing9.com/text/63137106aee9de0018760a77-during-a-recent-plane-journey-you-sat-next-to-a,9,63137106aee9de0018760a77.json
https://writing9.com/text/63136988aee9de0018760a6c-one-problem-face-by-almost-every-larger-city-is-traffic,9,63136988aee9de0018760a6c.json
https://writing9.com/text/63136583aee9de0018760a64-some-people-thing-that-the-best-way-to-reduce-time,9,63136583aee9de0018760a64.json
https://writing9.com/text/631364dbaee9de0018760a62-a-friend-is-considering-buying-a-house-nearby-but-you,9,631364dbaee9de0018760a62.json
https://writing9.com/text/6312f058aee9de001876097b-there-is-more-and-more-outrage-and-anger-common-in,9,6312f058aee9de001876097b.json
https://writing9.com/text/6312e9adaee9de0018760974-fossil-fuels-are-essential-for-producing-electricity-powering-industry-and,9,6312e9adaee9de0018760974.json
