url,title,datetime,author,abstract,content,tags
https://thanhnien.vn/eu-tim-loi-giai-cho-bai-toan-nang-luong-post1498692.html,EU tìm lời giải cho bài toán năng lượng,2022-09-11T08:35:00+0700,Lam Vũ,"Tại cuộc họp khẩn cấp ngày 9.9, nhiều thành viên Liên minh Châu Âu (EU) không đồng tình với việc chỉ áp trần giá đối với khí đốt của Nga.","Thay vào đó, nhiều nước muốn áp trần giá đối với toàn bộ khí đốt nhập khẩu bất kể nguồn gốc, theo Euronews.
Các bộ trưởng năng lượng EU đã nhóm họp để thảo luận các đề xuất của Ủy ban Châu Âu nhằm đối phó với tình trạng giá năng lượng tăng cao. Họ ủng hộ 4 trong 5 đề xuất, bao gồm: tiết kiệm điện trong giờ cao điểm; giới hạn doanh thu của các nhà máy điện sử dụng nhiên liệu rẻ hơn khí đốt; xây dựng “cơ chế liên đới” để giới hạn một phần lợi nhuận của các công ty nhiên liệu hóa thạch; và viện trợ cho các doanh nghiệp tiện ích đang gặp khó khăn.
Riêng về kế hoạch áp trần giá đối với toàn bộ khí đốt nhập khẩu, 15 nước EU bày tỏ sự ủng hộ. Song Đức, nền kinh tế đầu tàu của EU, phản đối bất kỳ hình thức áp trần giá nào đối với mặt hàng này.","['Khí Đốt Nhập Khẩu', 'Châu Âu', 'Song Đức', 'Khí Đốt', 'Tiết Kiệm Điện', 'Ủy Ban Châu Âu', 'Nhà Máy Điện', 'Liên Minh Châu Âu']"
https://thanhnien.vn/anh-xet-xu-duong-day-loi-dung-du-hoc-sinh-viet-nam-de-rua-tien-post1498506.html,Anh xét xử đường dây lợi dụng du học sinh Việt Nam để rửa tiền,2022-09-11T08:32:00+0700,Phi Yến,"Trang ITV đưa tin 5 thành viên của đường dây rửa tiền quốc tế ở Anh đã bị tuyên án tổng cộng 15 năm tù giam, trong đó có 4 người gốc Việt.","Kết quả điều tra của Lực lượng Chiến dịch đặc biệt miền đông Anh (ERSOU) phát hiện nhóm này rửa hơn 4 triệu bảng Anh (khoảng 108 tỉ đồng) thông qua các tài khoản ngân hàng của du học sinh Việt tại Anh và những tiệm làm móng. 
Nguồn gốc của số tiền này đến từ những hoạt động bất hợp pháp như buôn bán cần sa và hoạt động đưa người Việt từ Pháp nhập cảnh trái phép vào Anh với mức giá dao động từ 7.000 - 11.500 bảng Anh/người.
Một thành viên tên Hanh Nguyen, 43 tuổi, được phân công tìm kiếm các du học sinh Việt tại Anh thông qua Facebook và thuyết phục những sinh viên này lấy tiền mặt từ nhóm để chuyển vào tài khoản ngân hàng của mình. Kế đến, tiền lại được chuyển vào những tài khoản người Việt đang điều hành các doanh nghiệp xuất khẩu hàng hóa về VN.
ERSOU phát hiện tiền cũng được rửa thông qua các tiệm làm móng. Và một số người nhập cư lậu thông qua đường dây trên lại trở thành công nhân của các trại trồng cần sa trái phép. Sau cuộc điều tra của ERSOU, tòa án đã phát lệnh lục soát và bắt giữ tại nhiều nơi ở Anh, bao gồm Birmingham, Cambridgeshire, Essex, Leicester, London và Xứ Wales. 
Ông Paul Gillick, thành viên của ERSOU, cho biết đây là một đường dây được vận hành tinh vi, với mưu đồ che giấu nguồn gốc của những khoản tiền lớn và rửa tiền xuyên biên giới.
Những người khác lãnh án vì tham gia đường dây này là My Ha Do (31 tuổi); Thi Phuong Huyen Phan (35 tuổi); Ly Thi Hoai Pham (53 tuổi) và Geraldo Baci (30 tuổi).","['Người Việt Năm Châu', 'Du Học Sinh Việt Nam', 'Hanh Nguyen', 'Triệu Bảng Anh', 'Rửa Tiền', 'Cần Sa', 'Essex', 'Tài Khoản Ngân Hàng', 'Du Học Sinh']"
https://thanhnien.vn/tinh-trang-khan-cap-o-new-york-de-doi-pho-bai-liet-post1498689.html,Tình trạng khẩn cấp ở New York để đối phó bại liệt,2022-09-11T08:17:37+0700,Lam Vũ,"Thống đốc bang New York của Mỹ, bà Kathy Hochul, ngày 9.9 đã ban bố tình trạng khẩn cấp nhằm thúc đẩy nỗ lực tiêm chủng phòng bại liệt cho người dân, sau khi vi rút được phát hiện trong mẫu nước thải ở 4 hạt, theo Reuters.","Hồi đầu năm nay, vi rút bại liệt được tìm thấy trong mẫu nước thải tại các hạt Rockland, Orange và Sullivan. Đến tháng 7, Mỹ ghi nhận ca bệnh bại liệt đầu tiên trong gần một thập niên là một người lớn ở hạt Rockland. Mới đây, vi rút được phát hiện ở hạt Nassau, giáp quận Queens của TP.New York.
Tình trạng khẩn cấp sẽ có hiệu lực đến ngày 9.10 với mục tiêu 90% cư dân bang New York được tiêm chủng phòng bại liệt. Giới chức y tế khuyến cáo người lớn và trẻ vị thành niên chưa được chủng ngừa cần nhanh chóng tiêm chủng và những người đã tiêm cần tiêm liều nhắc lại.","['New York', 'Bại Liệt', 'Hạt Rockland', 'Kathy Hochul', 'Hạt Nassau', 'Tp.New York', 'Bang New York', 'SULLIVAN', 'ORANGE', 'Tình Trạng Khẩn Cấp']"
https://thanhnien.vn/chien-thuat-duong-dong-kich-tay-cua-ukraine-post1498690.html,"Chiến thuật 'dương đông, kích tây' của Ukraine",2022-09-11T08:10:00+0700,Vi Trân,Giới lãnh đạo Ukraine dành nhiều tháng để tuyên bố ý định phản công tại miền nam nhưng hoàn toàn im lặng về chiến dịch tại tỉnh Kharkiv ở đông bắc cho đến tuần này.,"Theo cập nhật hôm qua của Viện Nghiên cứu chiến tranh (ISW, Mỹ), tính đến ngày 9.9, lực lượng Ukraine đã giành lại khoảng 2.500 km2 lãnh thổ tại tỉnh Kharkiv.
Trong hàng tháng trời, giới lãnh đạo Ukraine nói rất nhiều về ý định phản công tại tỉnh Kherson ở miền nam. Thực tế, họ đã oanh tạc các tuyến tiếp tế, kho đạn, trung tâm chỉ huy của Nga tại đây, đồng thời tấn công các căn cứ quân sự ở Crimea. Những động thái này đã buộc Nga phải đưa lực lượng đến miền nam chi viện và lơ là phòng thủ ở Kharkiv.
Ukraine gần như hoàn toàn im lặng về cuộc phản công tại đông bắc cho đến tuần này, theo tờThe New York Times.Chiến thuật “dương đông, kích tây” đã khiến giới quan chức thân Nga và những nhà quan sát quân sự ủng hộ nước này bất ngờ, trong đó nhiều người chỉ trích Moscow khi không lường trước được cuộc phản công ở Kharkiv và thiếu lực lượng để ngăn chặn đối phương. Ông Vitaly Ganchev, lãnh đạo chính quyền do Nga lập nên tại Kharkiv, thừa nhận phòng tuyến đã bị chọc thủng và cuộc tiến công của Ukraine “rất sắc bén và nhanh”.
Tổng thống Volodymyr Zelensky cuối ngày 9.9 thông báo lực lượng Ukraine đã “giải phóng” 30 khu định cư tại Kharkiv, những nơi bị Nga kiểm soát không lâu sau khi tiến hành chiến dịch quân sự hồi tháng 2. Sáng qua, cố vấn Natalia Popova của lãnh đạo chính quyền Kharkiv đăng ảnh binh sĩ Ukraine cầm quốc kỳ đứng trước tòa thị chính TP.Kupiansk, biểu thị thành phố đã được giải phóng. Đây được cho là thắng lợi quan trọng nhất của Ukraine trong cuộc phản công tại Kharkiv tính đến nay, theo Reuters. Ngoài ra, hàng ngàn binh sĩ Nga có nguy cơ bị bao vây tại trung tâm hậu cần Izium ở mặt trận đông bắc.
Trong nỗ lực ứng phó, Nga đang khẩn trương chi viện cho Kharkiv, đồng thời sơ tán thương binh và khí tài bị hư hại khỏi khu vực, theo AFP. 
Trong khi đó, tại miền nam, Ukraine vẫn tiếp tục cuộc phản công với mục tiêu giành lại hầu hết tỉnh Kherson đến cuối năm. Giới chức Mỹ gần đây công nhận thành công của Ukraine trong việc tấn công các tuyến tiếp tế của Nga nhằm cô lập binh sĩ đối phương ở bờ tây sông Dnipro. Với cuộc phản công tại Kharkiv, giới chỉ huy quân sự Nga giờ đây đối diện với bài toán khó khi phải bảo vệ các vùng đã kiểm soát được trên một khu vực trải dài hàng ngàn ki lô mét từ đông bắc đến miền nam.
Tuy nhiên, các quan chức Ukraine và phương Tây cũng thận trọng lưu ý rằng cuộc phản công mới chỉ bắt đầu và tình hình có thể còn nhiều chuyển biến. Chủ tịch Hội đồng Tham mưu trưởng liên quân Mỹ Mark Milley nhận định Ukraine gần đây đã giành được những thắng lợi đáng kể nhưng chiến sự tiếp tục diễn ra ác liệt và Nga vẫn giữ ưu thế lớn. Trong khi đó, Giám đốc Cục Tình báo trung ương Mỹ (CIA) William Burns lại cho rằng lãnh đạo Nga đã đánh giá thấp quyết tâm của Ukraine và phương Tây. 
Kế hoạch tái thiết 349 tỉ USD
Chính phủ Ukraine, Ủy ban Châu Âu và Ngân hàng Thế giới hôm qua công bố báo cáo ước tính số tiền để tái thiết Ukraine sau những thiệt hại do cuộc xung đột gây ra là 349 tỉ USD. AFP dẫn báo cáo cho hay số tiền này lớn gấp 1,5 lần nền kinh tế Ukraine nhưng có thể còn cao hơn khi chiến sự tiếp diễn. Theo ước tính, những thiệt hại vật chất tính đến ngày 1.6 là 97 tỉ USD trong khi việc gián đoạn kinh tế và sản xuất gây thiệt hại 252 tỉ USD. Trước mắt, Ukraine sẽ cần 105 tỉ USD để giải quyết các nhu cầu khẩn cấp như giáo dục, y tế, năng lượng, hạ tầng giao thông, nông nghiệp.
Bộ trưởng Tài chính Mỹ Janet Yellen hôm qua nhấn mạnh cần sự giúp đỡ của nhiều đối tác để giúp Ukraine phục hồi, trước mắt nên tập trung vào các dự án ngắn hạn, tạo tác động lớn. Ngoại trưởng Đức Annalena Baerbock hôm qua bất ngờ thăm Kyiv lần 2 và nhấn mạnh Berlin sẽ tiếp tục ủng hộ.","['Ukraine', 'Volodymyr Zelensky', 'Kharkiv', 'Vitaly Ganchev', 'ISW', 'Viện Nghiên Cứu Chiến Tranh', 'CRIMEA', 'Sông Dnipro', 'William Burns', 'Tiếp Tế', 'Chi Viện']"
https://thanhnien.vn/di-san-5000-nam-lam-nguy-vi-nuoc-lu-post1498693.html,Di sản 5.000 năm lâm nguy vì nước lũ,2022-09-11T08:07:07+0700,H.G,"Moenjodaro, một trong những khu định cư được bảo tồn tốt nhất của nhân loại ở tỉnh Sindh (Pakistan), đã bị tổn hại nặng nề khi nước này hứng chịu đợt lũ lịch sử, theo CNN hôm qua.","Đây là di sản thế giới được UNESCO công nhận, tọa lạc tại thung lũng sông Ấn, cách thủ phủ Karachi của tỉnh Sindh khoảng 508 km. Khu di tích Moenjodaro được xác định xây dựng từ thời đồ đồng, tức cách đây khoảng 5.000 năm.
Hôm qua, Tổng thư ký LHQ Antonio Guterres đã đến thăm một số khu vực bị lũ nặng nề ở nước này. Đợt lũ vừa qua ở Pakistan đã khiến ít nhất 1.391 người thiệt mạng. Nhiều nơi bị chìm trong nước lũ và hàng trăm ngàn người buộc phải rời bỏ nhà cửa.
Chính quyền Islamabad ước tính gần 33 triệu người bị ảnh hưởng sinh kế, và tổn thất kinh tế tính đến thời điểm này là khoảng 30 tỉ USD.","['UNESCO', 'Pakistan', 'Lhq Antonio Guterres', 'Islamabad', 'Di Sản Thế Giới', 'Sông Ấn Độ', 'Định Cư', 'Tỉ Usd']"
https://thanhnien.vn/phap-duc-va-anh-thuc-iran-chap-nhan-tai-khoi-dong-thoa-thuan-hat-nhan-post1498715.html,"Pháp, Đức và Anh thúc Iran chấp nhận tái khởi động thỏa thuận hạt nhân",2022-09-11T06:48:45+0700,Lam Vũ,"Pháp, Đức và Anh thúc giục Iran đồng ý với đề xuất khởi động lại thỏa thuận hạt nhân 2015, nói nội dung hoàn chỉnh của đề xuất đã được chuẩn bị sẵn sàng nhưng Iran ""chọn không nắm bắt cơ hội ngoại giao quan trọng""."," Trong một tuyên bố chung ngày 10.9, 3 chính phủ châu Âu cho rằng thay vì chấp nhận đề xuất, Iran đã nêu ra ""các vấn đề khác"" và ""tiếp tục leo thang chương trình hạt nhân"" theo cách mà không nguyên do nào mang tính dân sự có thể biện minh, theo South China Morning Post.
Trong tuyên bố, 3 cường quốc châu Âu đã bày tỏ sự thất vọng trước yêu cầu của Iran trong các cuộc đàm phán rằng cơ quan giám sát hạt nhân của Liên Hiệp Quốc phải chấm dứt cuộc điều tra về dấu vết uranium được tìm thấy tại 3 địa điểm.
Tuyên bố được đưa ra giữa những nỗ lực khôi phục thỏa thuận hạt nhân năm 2015, vốn được biết đến với tên gọi chính thức là ""Kế hoạch hành động toàn diện chung"" (JCPOA). Nội dung cơ bản của JCPOA, được ký giữa Iran và các nước P5+1 (gồm Mỹ, Anh, Pháp, Nga, Trung Quốc và Đức), là nới lỏng các biện pháp trừng phạt đối với Iran để đổi lại việc Tehran hạn chế chương trình hạt nhân của mình.
Mỹ đã đơn phương rút khỏi thỏa thuận vào năm 2018 dưới thời cựu Tổng thống Donald Trump và tái áp đặt các biện pháp trừng phạt đối với Iran, khiến Tehran bắt đầu ngừng tuân thủ các điều khoản của thỏa thuận.
Phát ngôn viên Bộ Ngoại giao Iran Nasser Kanaani ngày 9.9 nói tuyên bố của Pháp, Đức và Anh ""không mang tính xây dựng"", đồng thời cho biết ""3 nước châu Âu nên nên đóng vai trò tích cực hơn trong việc đề xuất các giải pháp để giải quyết một số bất đồng còn tồn tại"", theo truyền thông nhà nước.
Cơ quan giám sát nguyên tử của Liên Hiệp Quốc hôm 7.9 cho biết họ tin rằng Iran đã gia tăng dự trữ uranium được làm giàu lên mức mà về mặt kỹ thuật đã gần đạt cấp độ vũ khí.
Iran tuần trước đã phản hồi bằng văn bản trong các cuộc đàm phán về dự thảo cuối cùng cho lộ trình để các bên quay trở lại thỏa thuận hạt nhân 2015, mặc dù Mỹ tỏ ra nghi ngờ về đề nghị của Tehran. Không bên nào nói rõ hơn về nội dung.","['Iran', 'Thỏa Thuận Hạt Nhân', 'Anh', 'Pháp', 'Đức', 'Khôi Phục', 'Châu Âu', 'Tehran', 'Uranium']"
https://thanhnien.vn/anh-an-dinh-ngay-to-chuc-tang-le-nu-hoang-elizabeth-ii-post1498658.html,Anh ấn định ngày tổ chức tang lễ Nữ hoàng Elizabeth II,2022-09-10T23:42:15+0700,Vi Trân,Các quan chức hoàng gia Anh vừa thông báo sẽ tổ chức tang lễ cho Nữ hoàng Elizabeth II vào ngày 19.9.,"AFP dẫn lời các quan chức hoàng gia Anh thông báo quốc tang cho Nữ hoàng Elizabeth II sẽ được tổ chức tại tu viện Westminster ở London vào 11 giờ ngày 19.9.
Điện Buckingham cũng xác nhận rằng Nữ hoàng Elizabeth II sau đó sẽ được đưa đến nhà thờ Saint George ở lâu đài Windsor, phía tây London, để làm nghi thức tiễn biệt.
Nữ hoàng Elizabeth II qua đời tại cung điện ở Balmoral, Scotland vào hôm 8.9 sau 70 năm trị vì.
Dự kiến, linh cữu nữ hoàng sẽ được đưa từ Balmoral đến Edinburgh vào ngày 11.9, sau đó được chở bằng máy bay về London vào ngày 13.9. Linh cữu sẽ được quàn tại Điện Westminster từ ngày 14.9 đến sáng ngày tổ chức quốc tang ở tu viện Westminster.
Trong nghi lễ tuyên bố trở thành tân quốc vương ngày 10.9, Vua Charles III đã phê chuẩn sắc lệnh tuyên bố ngày quốc tang của Nữ hoàng Elizabeth II là ngày nghỉ lễ chính thức trên toàn vương quốc.","['Tang Lễ Nữ Hoàng Elizabeth', 'Quốc Tang', 'Tu Viện Westminster', 'Điện Westminster', 'Charles Iii', 'WINDSOR', 'Edinburgh', 'Nữ Hoàng', 'Tiễn Biệt', 'Scotland', 'Trị Vì']"
https://thanhnien.vn/chien-su-den-toi-109-ukraine-dat-tien-trien-quan-trong-o-kharkiv-post1498622.html,Chiến sự đến tối 10.9: Ukraine đạt tiến triển quan trọng ở Kharkiv,2022-09-10T19:54:18+0700,Khánh An,"Ukraine giành lại thành phố Kupainsk ở Kharkiv là thông tin nổi bật từ chiến sự, tiếp nối những diễn biến tích cực cho phía Ukraine trong những ngày qua.","Trang Kyiv Independent ngày 10.9 đưa tin các binh sĩ Ukraine đã tiến vào khu vực thành phố Kupiansk ở tỉnh Kharkiv, sau khi có thông tin phía Ukraine giành lại thành phố này vào sáng cùng ngày.
Đây được xem là một trong những thắng lợi quan trọng của Ukraine, kể từ khi các binh sĩ Nga rút khỏi phía bắc Ukraine vào tháng 4. 
Trong khi đó, Bộ Tư lệnh các chiến dịch miền nam ở Ukraine cho biết lực lượng nước này tiến thêm lên đến 10 km tại một số khu vực. Theo phát ngôn viên Natalia Humeniuk của Bộ Tư lệnh các chiến dịch miền nam, phía Ukraine đã diệt 9 xe tăng và 70 binh sĩ Nga trong giao tranh.
Bà Humeniuk còn đề cập 2 khẩu lựu pháo của Nga sử dụng để pháo kích Nikopol từ bên kia sông Dnipro đã bị hỏa lực Ukraine bắn hạ.
Theo phát ngôn viên Bộ Ngoại giao Ukraine Oleh Nikolenko, sự can đảm của các binh sĩ Ukraine cùng với vũ khí của phương Tây đã giúp nước này đạt đột phá.
Cùng ngày, hãng TASS đưa tin Không quân Nga đã phá hủy một trạm radar của lục quân Ukraine ở vùng Mykolaiv và 6 kho vũ khí, tên lửa ở một số khu vực phía đông và đông nam Ukraine. 
Bộ Quốc phòng Nga còn cho hay phía Nga đã bắn hạ 13 máy bay không người lái và phá hủy 5 tên lửa bắn từ các hệ thống rốc két pháo binh cơ động cao (HIMARS) của Ukraine. 
Nga và Ukraine chưa bình luận về những thông tin trên của đối phương.
Theo CNN, lực lượng Ukraine đạt nhiều tiến triển trên các mặt trận trong tháng 9 đã giúp giảm bớt một số lo ngại về chiến sự kéo dài khủng hoảng năng lượng ở châu Âu. 
Các thị trường châu Âu đóng cửa ngày 9.9 ở mức cao hơn. Điều này cũng tương tự tại khu vực châu Á – Thái Bình Dương. Chỉ số Dow tăng hơn 200 điểm tại Mỹ và các chỉ số lớn dường như cũng nối gót, sau 3 tuần trì trệ.
Tổng thống Ukraine Volodymyr Zelensky hôm 9.9 cho biết lực lượng nước này giành lại hơn 1.000 km2 lãnh thổ kể từ đầu tháng, trong khi tiếp tục gây áp lực tại các tỉnh Kharkiv và Kherson. 
Trong 3 ngày qua, lực lượng Ukraine đã cắm cờ tại khu vực Shechekove ở Kharkiv, một trung tâm hậu cần quan trọng của Nga ở Ukraine. 
Theo Reuters, Ngoại trưởng Đức Annalena Baerbock đến thủ đô Kyiv của Ukraine vào ngày 10.9 và cho biết sự hỗ trợ của Berlin sẽ không lung lay trong bối cảnh nguồn cung năng lượng của Nga giảm. 
“Chúng tôi sẽ đứng cạnh Ukraine lâu đến khi nào còn cần thiết”, bà Baerbock phát biểu trong một thông cáo và cho biết thêm rằng sự hỗ trợ của Đức sẽ về vũ khí, nhân đạo và tài chính.
Hồi tháng 5, Ngoại trưởng Baerbock là thành viên đầu tiên của chính phủ Đức thăm Kyiv kể từ khi Nga tiến hành chiến dịch ở Ukraine. 
Đức cùng với các nước châu Âu khác đang xoay xở hỗ trợ các hộ dân và ngành công nghiệp bị ảnh hưởng bởi giá năng lượng tăng sau khi Nga ngừng cung cấp khí thiên nhiên qua đường ống Nord Stream 1. 
Ngoại trưởng Đức cho biết một trong những điều bà tập trung trong chuyến đi là đề nghị giúp đỡ Ukraine tháo dỡ bom mìn do lực lượng Nga có thể đã để lại trong các tòa nhà và trên đất nông nghiệp, công việc mà bà cho rằng sẽ mất nhiều thập niên.
Đài RT ngày 10.9 đưa tin tỉ phú Nga Mikhail Fridman, nhà đồng sáng lập Ngân hàng Alfa ở Nga, vừa đề nghị chuyển 1 tỉ USD tài sản cá nhân tại chi nhánh ở Ukraine nhằm giúp tái thiết Ukraine.
Tài khoản này hiện bị phong tỏa theo các lệnh cấm vận của Anh. Các nguồn tin của The Wall Street Journal cho biết động thái trên nhằm thuyết phục Anh dỡ bỏ các lệnh cấm vận.
“Là một trong những ngân hàng tư nhân lớn nhất ở Ukraine, ngân hàng muốn có vai trò tích cực trong việc phục hồi nền kinh tế Ukraine sau chiến sự”, theo ông Roman Shpek, chủ tịch hội đồng giám sát chi nhánh Alfa ở Ukraine.
Ông Shpek giải thích rằng quỹ này có thể được sử dụng giúp Kiev tái thiết các lĩnh vực như hạ tầng, y tế, thực phẩm và an ninh lương thực.
Tỉ phú Fridman sinh ra tại thành phố Lviv ở Liên Xô cũ, hiện nằm ở miền tây Ukraine. Ông đã rút khỏi vị trí giám đốc công ty mẹ của Alfa hồi tháng 3, vài ngày sau khi các lệnh cấm vận của EU và Anh có hiệu lực.
Xem thêm: Tỉ phú Nga muốn chi 1 tỉ USD giúp Ukraine tái thiết","['Ukraine', 'Chiến Sự', 'Kharkiv', 'Natalia Humeniuk', 'Roman Shpek', 'Sông Dnipro', 'Ngân Hàng Alfa', 'Rốc Két', 'Mikhail Fridman', 'HIMARS']"
https://thanhnien.vn/vuong-quoc-anh-cong-bo-tan-vuong-charles-iii-post1498586.html,Vương quốc Anh công bố tân vương Charles III,2022-09-10T17:33:15+0700,Vi Trân,Hội đồng Đăng cơ Anh đã công bố ông Charles là vị vua mới của Vương quốc Anh trong cuộc họp lịch sử ngày 10.9.,"Buổi lễ công bố tân vương được tổ chức vào sáng 10.9 (giờ địa phương) tại cung Saint James ở London. Vua Charles lên ngôi sau khi Nữ hoàng Elizabeth băng hà hôm 8.9 tại lâu đài Balmoral ở Scotland, nhưng sự kiện ngày 10.9 là buổi lễ công bố chính thức. Hội đồng Đăng cơ có thành viên gồm các chính trị gia, giám mục và công chức cấp cao.
Người chủ trì buổi lễ là Chủ tịch Hội đồng Cơ mật, Chủ tịch Hạ viện Anh Penny Mordaunt. 
Hội đồng Cơ mật được thành lập vào năm 1709, đóng vai trò cố vấn chính thức cho quốc vương nhưng gần như mang tính nghi lễ. 
Bà Mordaunt là người phụ nữ đầu tiên nắm giữ chức vụ Chủ tịch Hội đồng Cơ mật. Đây là lần đầu tiên buổi lễ công bố tân vương được trực tiếp trên truyền hình.
Thông thường, toàn bộ thành viên Hội đồng Cơ mật sẽ tham gia sự kiện này. Tuy nhiên, trong thời gian trị vì của Nữ hoàng Elizabeth, số lượng thành viên hội đồng đã tăng từ 175 người lên hơn 700 người. Do đó, các thành viên đã được thông báo trước rằng sẽ chỉ có khoảng 200 người được mời đại diện, ưu tiên cho các thành viên nội các, cựu thủ tướng, các thẩm phán, tổng giám mục...
Sau một số thủ tục, đại diện hội đồng tuyên bố ""Hoàng tử Charles Philip Arthur George từ giờ trở thành Quốc vương Charles III"". Phu nhân Camilla cũng trở thành vương hậu trong khi hoàng tử William trở thành Thân vương Xứ Wales.
Phát biểu tại sự kiện, Vua Charles nói nhận thức sâu sắc ""bổn phận và trách nhiệm nặng nề"" của người đứng đầu và tuyên bố sẽ noi theo ""tấm gương truyền cảm hứng"" của người mẹ.
Theo truyền thống, tin tức về việc tân vương lên ngôi sẽ được loan báo trên toàn vương quốc theo nhiều hình thức như bắn đại bác. Những người đưa tin sẽ đến trung tâm London và Edinburgh ở Scotland, Belfast ở Bắc Ireland và Cardiff ở Xứ Wales cùng một số thành phố khác để công bố.
Như vậy, ông Charles sẽ là vua và nguyên thủ của Vương quốc Anh cùng 14 nước thuộc khối thịnh vượng chung như Úc, Canada, New Zealand, Jamaica...
Buổi lễ đăng cơ của Vua Charles sẽ diễn ra vào một ngày sau này và thời gian hiện chưa được ấn định. Năm 1952, Nữ hoàng Elizabeth lên ngôi và 16 tháng sau mới tổ chức lễ đăng cơ.
Lễ công bố tân vương là một trong số nhiều nghi lễ diễn ra sau khi Nữ hoàng Elizabeth qua đời. Hiện tại, linh cữu nữ hoàng vẫn còn ở Scotland. Trong buổi lễ ngày 10.9, Vua Charles cũng phê chuẩn sắc lệnh tuyên bố ngày tổ chức tang lễ cho nữ hoàng là ngày nghỉ lễ. Hiện ngày này chưa được ấn định nhưng được dự kiến sẽ diễn ra vào ngày 19.9, theo tờ The Guardian.","['Vua Charles', 'Vương Quốc Anh', 'Charles Iii', 'Hội Đồng Cơ Mật', 'Charles Philip Arthur George', 'ELIZABETH', 'Charles', 'Lâu Đài Balmoral', 'Tân Vương', 'Lâu Đài Edinburgh', 'Thân Vương']"
https://thanhnien.vn/bo-truong-ngoai-giao-bui-thanh-son-ghi-so-tang-nu-hoang-anh-elizabeth-ii-post1498557.html,Bộ trưởng Ngoại giao Bùi Thanh Sơn ghi sổ tang Nữ hoàng Anh Elizabeth II,2022-09-10T15:42:11+0700,Đậu Tiến Đạt,"Bộ trưởng Bộ Ngoại giao Bùi Thanh Sơn đã ghi sổ tang bày tỏ thương tiếc Nữ hoàng Elizabeth II và gửi lời chia buồn sâu sắc nhất tới Hoàng gia, Chính phủ và toàn thể nhân dân Anh.","Sáng 10.9, Bộ trưởng Bộ Ngoại giao Bùi Thanh Sơn đã đến nhà riêng Đại sứ Anh tại Việt Nam ghi sổ tang, chia buồn về việc Nữ hoàng Anh Elizabeth II qua đời.
Bộ trưởng Bộ Ngoại giao Bùi Thanh Sơn đã ghi sổ tang bày tỏ thương tiếc Nữ hoàng Elizabeth II, nhấn mạnh sự trân trọng đối với những tình cảm tốt đẹp và sự ủng hộ của Nữ hoàng đối với việc thúc đẩy quan hệ hợp tác giữa Việt Nam và Anh. Bộ trưởng Bùi Thanh Sơn gửi lời chia buồn sâu sắc nhất tới Hoàng gia, Chính phủ và toàn thể nhân dân Anh.
Trước đó, như Thanh Niên đưa tin, Cung điện Buckingham thông báo Nữ hoàng Anh Elizabeth qua đời tại lâu đài Balmoral ở Scotland ngày 8.9, hưởng thọ 96 tuổi.
Ngày 9.9, Chủ tịch nước Nguyễn Xuân Phúc đã gửi điện chia buồn đến Nhà vua Charles III, Thủ tướng Phạm Minh Chính gửi điện chia buồn đến Thủ tướng Anh Elizabeth Truss, Chủ tịch Quốc hội Vương Đình Huệ gửi điện chia buồn đến Chủ tịch Thượng viện Anh John McFall và Chủ tịch Hạ viện Anh Lindsay Hoyle.
Trong điện, lãnh đạo cấp cao Việt Nam gửi lời chia buồn sâu sắc tới Hoàng gia, Chính phủ, Nghị viện và nhân dân Anh, bày tỏ trân trọng tình cảm tốt đẹp và sự ủng hộ quý báu của Nữ hoàng trong việc thúc đẩy quan hệ hợp tác Việt Nam - Anh.
Cùng ngày, Bộ trưởng Bộ Ngoại giao Bùi Thanh Sơn đã gửi điện chia buồn đến Bộ trưởng Ngoại giao và Phát triển Anh James Cleverly.
Đại sứ quán Anh tại Hà Nội và Tổng lãnh sự quán Anh tại TP.HCM trưa 9.9 đã thông báo mở sổ tang tưởng niệm Nữ hoàng Elizabeth II từ 9.9.","['Nữ Hoàng Anh', 'Elizabeth Ii', 'Lãnh Đạo Việt Nam', 'Bùi Thanh Sơn', 'Nhà Vua Charles Iii', 'Elizabeth Truss', 'Điện Chia Buồn', 'John Mcfall', 'Lindsay Hoyle', 'James Cleverly']"
